CustomerID,Recency,Frequency,Monetary,R,M,F,RFMsum
1665.0,15,197,206573.0,2,1,1,4
1666.0,9,163,77064.0,1,2,1,4
1667.0,22,152,79154.0,2,2,1,5
1668.0,8,53,46017.0,1,4,2,7
1669.0,10,102,226026.0,1,1,1,3
1670.0,20,55,116019.0,2,2,2,6
1671.0,50,50,31473.0,3,4,2,9
1672.0,48,25,45334.0,3,4,4,11
1673.0,20,7,27996.0,2,4,4,10
1674.0,47,2,74400.0,3,2,4,9
1675.0,2,2774,1453762.0,1,1,1,3
1676.0,20,80,1453178.0,2,1,1,4
1677.0,5,17,182375.0,1,1,4,6
1678.0,149,3,204930.0,4,1,4,9
1679.0,170,3,43984.0,4,4,4,12
1680.0,20,17,67332.0,2,2,4,8
1681.0,16,22,44495.0,2,4,4,10
1682.0,47,30,50633.0,3,4,2,9
1683.0,2,95,231907.0,1,1,1,3
1684.0,14,20,37654.0,2,4,4,10
1685.0,9,134,107347.0,1,2,1,4
1686.0,60,13,29593.0,3,4,4,11
1687.0,136,57,101211.0,4,2,2,8
1688.0,10,126,340774.0,1,1,1,3
1689.0,48,5,-2353.0,3,4,4,11
1690.0,16,23,73614.0,2,2,4,8
1691.0,5,151,112711.0,1,2,1,4
1692.0,52,40,126712.0,3,2,2,7
1693.0,264,8,16714.0,4,4,4,12
1694.0,267,20,39890.0,4,4,4,12
1695.0,9,28,75005.0,1,2,2,5
1696.0,51,16,53641.0,3,2,4,9
1697.0,12,174,363166.0,2,1,1,4
1698.0,10,113,242480.0,1,1,1,3
1699.0,23,7,16182.0,2,4,4,10
1700.0,63,2,9908.0,3,4,4,11
1701.0,173,34,105934.0,4,2,2,8
1702.0,10,29,89714.0,1,2,2,5
1703.0,13,30,77363.0,2,2,2,6
1704.0,3,2052,35525394.0,1,1,1,3
1705.0,203,30,27552.0,4,4,2,10
1706.0,5,199,191337.0,1,1,1,3
1707.0,10,102,83133.0,1,2,1,4
1708.0,81,29,13846.0,3,4,2,9
1709.0,2,235,245553.0,1,1,1,3
1710.0,7,48,245483.0,1,1,2,4
1711.0,47,80,35462.0,3,4,1,8
1712.0,13,127,106397.0,2,2,1,5
1713.0,6,29,26782.0,1,4,2,7
1714.0,9,258,302009.0,1,1,1,3
1715.0,87,30,41033.0,4,4,2,10
1716.0,27,4,12447.0,3,4,4,11
1717.0,9,167,106539.0,1,2,1,4
1718.0,9,99,86035.0,1,2,1,4
1719.0,10,114,143217.0,1,2,1,4
1720.0,25,13,26097.0,3,4,4,11
1721.0,9,574,1177996.0,1,1,1,3
1722.0,19,169,167164.0,2,1,1,4
1723.0,17,132,56488.0,2,2,1,5
1724.0,19,61,100905.0,2,2,2,6
1725.0,4,70,217667.0,1,1,2,4
1726.0,20,102,79289.0,2,2,1,5
1727.0,32,44,379844.0,3,1,2,6
1728.0,372,1,-315.0,4,4,4,12
1729.0,11,314,3423657.0,2,1,1,4
1730.0,216,7,53090.0,4,2,4,10
1731.0,105,2,9472.0,4,4,4,12
1732.0,15,421,165839.0,2,1,1,4
1733.0,111,15,81994.0,4,2,4,10
1734.0,8,358,684289.0,1,1,1,3
1735.0,209,13,15043.0,4,4,4,12
1736.0,13,54,44825.0,2,4,2,8
1737.0,9,68,233474.0,1,1,2,4
1738.0,142,69,73629.0,4,2,2,8
1739.0,265,8,18819.0,4,4,4,12
1740.0,5,133,302655.0,1,1,1,3
1741.0,15,22,30584.0,2,4,4,10
1742.0,2,210,156588.0,1,1,1,3
1743.0,76,8,14899.0,3,4,4,11
1744.0,9,115,292277.0,1,1,1,3
1745.0,16,348,292587.0,2,1,1,4
1746.0,2,344,401693.0,1,1,1,3
1747.0,20,22,39919.0,2,4,4,10
1748.0,20,414,207627.0,2,1,1,4
1749.0,258,1,25300.0,4,4,4,12
1750.0,3,29,134183.0,1,2,2,5
1751.0,9,197,611321.0,1,1,1,3
1752.0,10,139,79226.0,1,2,1,4
1753.0,11,357,329152.0,2,1,1,4
1754.0,31,23,88963.0,3,2,4,9
1755.0,9,339,337313.0,1,1,1,3
1756.0,26,10,20408.0,3,4,4,11
1757.0,26,70,110281.0,3,2,2,7
1758.0,50,54,66904.0,3,2,2,7
1759.0,2,238,213175.0,1,1,1,3
1760.0,7,37,77497.0,1,2,2,5
1761.0,148,29,23305.0,4,4,2,10
1762.0,9,276,147134.0,1,1,1,3
1763.0,25,52,104020.0,3,2,2,7
1764.0,17,10,30342.0,2,4,4,10
1765.0,403,71,41251.0,4,4,2,10
1766.0,2,499,257978.0,1,1,1,3
1767.0,15,45,51641.0,2,2,2,6
1768.0,9,149,349768.0,1,1,1,3
1769.0,18,216,1130843.0,2,1,1,4
1770.0,5,204,692945.0,1,1,1,3
1771.0,8,17,136049.0,1,2,4,7
1772.0,40,56,158793.0,3,1,2,6
1773.0,5,61,586519.0,1,1,2,4
1774.0,44,93,177128.0,3,1,1,5
1775.0,20,59,184082.0,2,1,2,5
1776.0,21,28,139752.0,2,2,2,6
1777.0,14,70,165543.0,2,1,2,5
1778.0,16,19,33388.0,2,4,4,10
1779.0,9,90,188461.0,1,1,1,3
1780.0,50,5,48988.0,3,4,4,11
1781.0,88,30,66570.0,4,2,2,8
1782.0,50,40,84460.0,3,2,2,7
1783.0,19,234,594558.0,2,1,1,4
1784.0,20,37,96763.0,2,2,2,6
1785.0,81,19,48678.0,3,4,4,11
1786.0,137,71,171479.0,4,1,2,7
1787.0,5,101,188747.0,1,1,1,3
1788.0,297,7,6498.0,4,4,4,12
1789.0,19,10,30150.0,2,4,4,10
1790.0,264,21,42948.0,4,4,4,12
1791.0,51,7,29355.0,3,4,4,11
1792.0,9,39,32587.0,1,4,2,7
1793.0,15,137,306670.0,2,1,1,4
1794.0,21,6,17512.0,2,4,4,10
1795.0,3,1091,1439731.0,1,1,1,3
1796.0,234,52,112967.0,4,2,2,8
1797.0,114,9,18474.0,4,4,4,12
1798.0,59,60,168226.0,3,1,2,6
1799.0,15,134,347155.0,2,1,1,4
1800.0,191,3,-2451.0,4,4,4,12
1801.0,12,35,91192.0,2,2,2,6
1802.0,17,41,43206.0,2,4,2,8
1803.0,55,27,59968.0,3,2,2,7
1804.0,293,6,21854.0,4,4,4,12
1805.0,27,15,44303.0,3,4,4,11
1806.0,22,3,12216.0,2,4,4,10
1807.0,8,30,83272.0,1,2,2,5
1808.0,30,6,26712.0,3,4,4,11
1809.0,9,46,111524.0,1,2,2,5
1810.0,40,4,-49.0,3,4,4,11
1811.0,22,14,23408.0,2,4,4,10
1812.0,3,82,161323.0,1,1,1,3
1813.0,173,6,14052.0,4,4,4,12
1814.0,2,1164,1095514.0,1,1,1,3
1815.0,54,12,24504.0,3,4,4,11
1816.0,52,13,22090.0,3,4,4,11
1817.0,19,392,595883.0,2,1,1,4
1818.0,10,59,29522.0,1,4,2,7
1819.0,17,44,107256.0,2,2,2,6
1820.0,38,12,42045.0,3,4,4,11
1821.0,20,45,58657.0,2,2,2,6
1822.0,82,11,35983.0,3,4,4,11
1823.0,13,254,343898.0,2,1,1,4
1824.0,18,255,258425.0,2,1,1,4
1825.0,370,30,18153.0,4,4,2,10
1826.0,10,53,114256.0,1,2,2,5
1827.0,205,4,27391.0,4,4,4,12
1828.0,17,63,139899.0,2,2,2,6
1829.0,81,48,81716.0,3,2,2,7
1830.0,66,13,34354.0,3,4,4,11
1831.0,23,29,64970.0,2,2,2,6
1832.0,369,2,5468.0,4,4,4,12
1833.0,136,70,36502.0,4,4,2,10
1834.0,9,28,140976.0,1,2,2,5
1835.0,5,121,270697.0,1,1,1,3
1836.0,110,16,273640.0,4,1,4,9
1837.0,14,45,84396.0,2,2,2,6
1838.0,54,39,27858.0,3,4,2,9
1839.0,10,70,212747.0,1,1,2,4
1840.0,9,6,12428.0,1,4,4,9
1841.0,11,110,232645.0,2,1,1,4
1842.0,268,4,7944.0,4,4,4,12
1843.0,10,138,421070.0,1,1,1,3
1844.0,9,156,326794.0,1,1,1,3
1845.0,10,130,407812.0,1,1,1,3
1846.0,149,13,38098.0,4,4,4,12
1847.0,9,392,1067830.0,1,1,1,3
1848.0,48,22,46346.0,3,4,4,11
1849.0,25,28,70133.0,3,2,2,7
1850.0,11,142,370729.0,2,1,1,4
1851.0,25,10,50401.0,3,4,4,11
1852.0,17,129,370095.0,2,1,1,4
1853.0,120,20,79087.0,4,2,4,10
1854.0,37,66,166372.0,3,1,2,6
1855.0,10,61,140182.0,1,2,2,5
1856.0,20,59,164108.0,2,1,2,5
1857.0,20,12,25886.0,2,4,4,10
1858.0,54,5,16714.0,3,4,4,11
1859.0,26,47,114516.0,3,2,2,7
1860.0,9,11,32664.0,1,4,4,9
1861.0,283,4,14376.0,4,4,4,12
1862.0,10,99,1665383.0,1,1,1,3
1863.0,15,37,84926.0,2,2,2,6
1864.0,4,145,359734.0,1,1,1,3
1865.0,8,71,98860.0,1,2,2,5
1866.0,264,13,38863.0,4,4,4,12
1867.0,4,97,60421.0,1,2,1,4
1868.0,211,28,61344.0,4,2,2,8
1869.0,111,49,172058.0,4,1,2,7
1870.0,20,124,182933.0,2,1,1,4
1871.0,14,47,89447.0,2,2,2,6
1872.0,20,16,35760.0,2,4,4,10
1873.0,27,11,68888.0,3,2,4,9
1874.0,21,54,117271.0,2,2,2,6
1875.0,73,15,127664.0,3,2,4,9
1876.0,46,18,44708.0,3,4,4,11
1877.0,81,6,227500.0,3,1,4,8
1878.0,209,20,45946.0,4,4,4,12
1879.0,19,10,19230.0,2,4,4,10
1880.0,107,7,14797.0,4,4,4,12
1881.0,14,33,81711.0,2,2,2,6
1882.0,20,73,165351.0,2,1,2,5
1883.0,86,22,69947.0,4,2,4,10
1884.0,8,506,1341649.0,1,1,1,3
1885.0,206,43,62817.0,4,2,2,8
1886.0,8,55,157640.0,1,1,2,4
1887.0,18,119,176957.0,2,1,1,4
1888.0,9,97,162670.0,1,1,1,3
1889.0,23,24,44446.0,2,4,4,10
1890.0,12,364,355128.0,2,1,1,4
1891.0,3,69,205535.0,1,1,2,4
1892.0,74,18,71935.0,3,2,4,9
1893.0,4,166,418394.0,1,1,1,3
1894.0,82,9,33220.0,3,4,4,11
1895.0,5,35,46789.0,1,4,2,7
1896.0,2,5860,17699881.0,1,1,1,3
1897.0,16,28,134597.0,2,2,2,6
1898.0,9,87,203156.0,1,1,1,3
1899.0,47,11,24813.0,3,4,4,11
1900.0,11,79,182965.0,2,1,1,4
1901.0,43,45,200035.0,3,1,2,6
1902.0,15,57,127024.0,2,2,2,6
1903.0,9,78,184820.0,1,1,1,3
1904.0,51,44,100311.0,3,2,2,7
1905.0,16,10,35083.0,2,4,4,10
1906.0,9,11,30142.0,1,4,4,9
1907.0,17,128,299868.0,2,1,1,4
1908.0,6,37,98067.0,1,2,2,5
1909.0,366,16,37608.0,4,4,4,12
1910.0,17,88,242572.0,2,1,1,4
1911.0,298,10,237285.0,4,1,4,9
1912.0,9,366,1013832.0,1,1,1,3
1913.0,42,35,181857.0,3,1,2,6
1914.0,9,172,713542.0,1,1,1,3
1915.0,283,3,11822.0,4,4,4,12
1916.0,73,14,37871.0,3,4,4,11
1917.0,11,64,143507.0,2,2,2,6
1918.0,20,20,42862.0,2,4,4,10
1919.0,81,20,44123.0,3,4,4,11
1920.0,10,148,949314.0,1,1,1,3
1921.0,26,55,39827.0,3,4,2,9
1922.0,20,85,40285.0,2,4,1,7
1923.0,77,12,8192.0,3,4,4,11
1924.0,14,42,55050.0,2,2,2,6
1925.0,15,61,91303.0,2,2,2,6
1926.0,38,27,35091.0,3,4,2,9
1927.0,11,316,874912.0,2,1,1,4
1928.0,275,5,14892.0,4,4,4,12
1929.0,9,198,197688.0,1,1,1,3
1930.0,16,13,30522.0,2,4,4,10
1931.0,11,83,77772.0,2,2,1,5
1932.0,20,37,27706.0,2,4,2,8
1933.0,50,5,45472.0,3,4,4,11
1934.0,9,37,20005.0,1,4,2,7
1935.0,10,34,170536.0,1,1,2,4
1936.0,9,160,141602.0,1,2,1,4
1937.0,12,18,12656.0,2,4,4,10
1938.0,111,32,145021.0,4,2,2,8
1939.0,9,21,13343.0,1,4,4,9
1940.0,58,11,44453.0,3,4,4,11
1941.0,17,71,85994.0,2,2,2,6
1942.0,81,215,220745.0,3,1,1,5
1943.0,16,8,14037.0,2,4,4,10
1944.0,20,41,24536.0,2,4,2,8
1945.0,203,87,44037.0,4,4,1,9
1946.0,252,4,39520.0,4,4,4,12
1947.0,212,40,38888.0,4,4,2,10
1948.0,17,61,28207.0,2,4,2,8
1949.0,53,27,97128.0,3,2,2,7
1950.0,174,75,57030.0,4,2,2,8
1951.0,50,77,61836.0,3,2,1,6
1952.0,19,115,207117.0,2,1,1,4
1953.0,148,157,154257.0,4,1,1,6
1954.0,9,1155,824837.0,1,1,1,3
1955.0,52,143,64325.0,3,2,1,6
1956.0,13,12,19567.0,2,4,4,10
1957.0,20,182,156327.0,2,1,1,4
1958.0,9,20,41673.0,1,4,4,9
1959.0,54,128,53611.0,3,2,1,6
1960.0,50,35,31470.0,3,4,2,9
1961.0,173,20,20341.0,4,4,4,12
1962.0,9,20,16507.0,1,4,4,9
1963.0,39,32,52887.0,3,2,2,7
1964.0,267,70,34324.0,4,4,2,10
1965.0,13,479,230504.0,2,1,1,4
1966.0,20,134,116124.0,2,2,1,5
1967.0,4,561,818260.0,1,1,1,3
1968.0,9,155,214095.0,1,1,1,3
1969.0,9,72,47060.0,1,4,2,7
1970.0,17,60,57100.0,2,2,2,6
1971.0,35,36,120920.0,3,2,2,7
1972.0,50,48,83653.0,3,2,2,7
1973.0,163,7,67824.0,4,2,4,10
1974.0,5,111,89927.0,1,2,1,4
1975.0,169,52,640764.0,4,1,2,7
1976.0,5,511,338309.0,1,1,1,3
1977.0,9,400,564893.0,1,1,1,3
1978.0,11,27,41792.0,2,4,2,8
1979.0,81,127,64809.0,3,2,1,6
1980.0,10,132,75029.0,1,2,1,4
1981.0,9,1507,2447373.0,1,1,1,3
1982.0,173,67,23409.0,4,4,2,10
1983.0,204,5,14862.0,4,4,4,12
1984.0,9,3,69200.0,1,2,4,7
1985.0,18,459,903915.0,2,1,1,4
1986.0,13,12,79400.0,2,2,4,8
1987.0,9,205,691786.0,1,1,1,3
1988.0,270,22,47916.0,4,4,4,12
1989.0,10,98,47783.0,1,4,1,6
1990.0,17,3,16431.0,2,4,4,10
1991.0,26,80,227850.0,3,1,1,5
1992.0,24,141,183401.0,2,1,1,4
1993.0,293,30,25828.0,4,4,2,10
1994.0,5,70,122020.0,1,2,2,5
1995.0,20,114,40923.0,2,4,1,7
1996.0,17,25,183502.0,2,1,4,7
1997.0,12,276,272777.0,2,1,1,4
1998.0,15,238,161709.0,2,1,1,4
1999.0,38,120,44703.0,3,4,1,8
2000.0,5,402,5920539.0,1,1,1,3
2001.0,15,57,142597.0,2,2,2,6
2002.0,15,5,38566.0,2,4,4,10
2003.0,9,158,382850.0,1,1,1,3
2004.0,9,52,86816.0,1,2,2,5
2005.0,17,82,221706.0,2,1,1,4
2006.0,50,104,72328.0,3,2,1,6
2007.0,180,70,132737.0,4,2,2,8
2008.0,464,1,12024.0,4,4,4,12
2009.0,11,26,107303.0,2,2,4,8
2010.0,14,76,73437.0,2,2,2,6
2011.0,111,42,93575.0,4,2,2,8
2012.0,81,27,101787.0,3,2,2,7
2013.0,173,49,114768.0,4,2,2,8
2014.0,8,451,1230876.0,1,1,1,3
2015.0,15,48,106611.0,2,2,2,6
2016.0,10,35,56409.0,1,2,2,5
2017.0,230,5,11792.0,4,4,4,12
2018.0,17,15,61264.0,2,2,4,8
2019.0,10,60,138350.0,1,2,2,5
2020.0,11,145,316242.0,2,1,1,4
2021.0,18,23,49854.0,2,4,4,10
2022.0,10,31,66112.0,1,2,2,5
2023.0,15,26,51421.0,2,2,4,8
2024.0,19,111,660568.0,2,1,1,4
2025.0,14,49,194785.0,2,1,2,5
2026.0,50,11,25253.0,3,4,4,11
2027.0,5,25,31944.0,1,4,4,9
2028.0,183,2,95933.0,4,2,4,10
2029.0,85,23,63861.0,4,2,4,10
2030.0,49,5,81794.0,3,2,4,9
2031.0,130,9,35809.0,4,4,4,12
2032.0,9,35,84481.0,1,2,2,5
2033.0,17,71,127985.0,2,2,2,6
2034.0,10,101,290909.0,1,1,1,3
2035.0,10,102,196342.0,1,1,1,3
2036.0,49,19,34245.0,3,4,4,11
2037.0,14,58,140484.0,2,2,2,6
2038.0,16,31,52989.0,2,2,2,6
2039.0,12,40,107838.0,2,2,2,6
2040.0,9,82,183198.0,1,1,1,3
2041.0,27,99,479590.0,3,1,1,5
2042.0,9,197,441490.0,1,1,1,3
2043.0,20,21,40498.0,2,4,4,10
2044.0,21,45,167741.0,2,1,2,5
2045.0,12,80,243860.0,2,1,1,4
2047.0,16,14,30596.0,2,4,4,10
2048.0,134,22,48376.0,4,4,4,12
2049.0,51,28,58497.0,3,2,2,7
2050.0,95,87,200365.0,4,1,1,6
2051.0,8,106,283757.0,1,1,1,3
2052.0,23,15,29692.0,2,4,4,10
2053.0,27,139,1417904.0,3,1,1,5
2054.0,10,16,53359.0,1,2,4,7
2055.0,10,110,207566.0,1,1,1,3
2056.0,12,84,427231.0,2,1,1,4
2057.0,173,22,39328.0,4,4,4,12
2058.0,26,51,127412.0,3,2,2,7
2059.0,73,29,125874.0,3,2,2,7
2060.0,9,73,187540.0,1,1,2,4
2061.0,241,10,14801.0,4,4,4,12
2062.0,4,69,167084.0,1,1,2,4
2063.0,49,13,27166.0,3,4,4,11
2064.0,53,80,320107.0,3,1,1,5
2065.0,50,26,71144.0,3,2,4,9
2066.0,137,14,32266.0,4,4,4,12
2067.0,11,218,804574.0,2,1,1,4
2068.0,16,67,154054.0,2,1,2,5
2069.0,135,95,197608.0,4,1,1,6
2070.0,106,29,77222.0,4,2,2,8
2071.0,20,20,36985.0,2,4,4,10
2072.0,134,23,57265.0,4,2,4,10
2073.0,9,344,731403.0,1,1,1,3
2074.0,9,278,601924.0,1,1,1,3
2075.0,9,22,41338.0,1,4,4,9
2076.0,81,92,28683.0,3,4,1,8
2077.0,3,55,125270.0,1,2,2,5
2078.0,4,132,300532.0,1,1,1,3
2079.0,50,7,51942.0,3,2,4,9
2080.0,4,718,2432139.0,1,1,1,3
2081.0,360,4,18108.0,4,4,4,12
2082.0,20,29,38187.0,2,4,2,8
2083.0,10,102,97840.0,1,2,1,4
2084.0,403,27,56256.0,4,2,2,8
2085.0,321,41,20384.0,4,4,2,10
2086.0,32,5,11940.0,3,4,4,11
2087.0,335,5,142420.0,4,2,4,10
2088.0,38,110,238890.0,3,1,1,5
2089.0,323,11,21408.0,4,4,4,12
2090.0,81,23,40918.0,3,4,4,11
2091.0,265,3,6010.0,4,4,4,12
2092.0,20,95,320112.0,2,1,1,4
2093.0,369,6,10863.0,4,4,4,12
2094.0,10,17,90984.0,1,2,4,7
2095.0,13,29,75781.0,2,2,2,6
2096.0,9,63,50620.0,1,4,2,7
2097.0,71,21,57750.0,3,2,4,9
2098.0,20,19,49221.0,2,4,4,10
2099.0,5,92,552884.0,1,1,1,3
2100.0,3,231,1880310.0,1,1,1,3
2101.0,44,51,152555.0,3,1,2,6
2102.0,10,19,58743.0,1,2,4,7
2103.0,4,324,1042462.0,1,1,1,3
2105.0,20,35,132168.0,2,2,2,6
2106.0,41,10,25048.0,3,4,4,11
2107.0,11,13,137620.0,2,2,4,8
2108.0,12,96,155752.0,2,1,1,4
2109.0,26,142,274224.0,3,1,1,5
2110.0,359,9,49972.0,4,4,4,12
2111.0,12,37,85857.0,2,2,2,6
2112.0,72,9,47454.0,3,4,4,11
2113.0,2,43,102165.0,1,2,2,5
2114.0,137,20,43800.0,4,4,4,12
2115.0,10,52,101157.0,1,2,2,5
2116.0,241,7,11150.0,4,4,4,12
2117.0,324,25,49607.0,4,4,4,12
2118.0,2,109,223381.0,1,1,1,3
2119.0,11,43,71273.0,2,2,2,6
2120.0,93,2,11076.0,4,4,4,12
2121.0,15,166,759560.0,2,1,1,4
2122.0,177,9,32461.0,4,4,4,12
2123.0,17,119,251353.0,2,1,1,4
2124.0,368,10,29830.0,4,4,4,12
2125.0,262,5,75720.0,4,2,4,10
2126.0,16,31,58238.0,2,2,2,6
2127.0,360,16,38446.0,4,4,4,12
2128.0,235,23,51112.0,4,2,4,10
2129.0,18,8,17941.0,2,4,4,10
2130.0,9,58,154037.0,1,1,2,4
2131.0,10,126,464819.0,1,1,1,3
2132.0,241,23,63678.0,4,2,4,10
2133.0,114,31,91496.0,4,2,2,8
2134.0,17,14,31338.0,2,4,4,10
2135.0,15,143,291750.0,2,1,1,4
2136.0,299,15,45703.0,4,4,4,12
2137.0,2,99,196073.0,1,1,1,3
2138.0,11,52,142637.0,2,2,2,6
2139.0,58,52,104417.0,3,2,2,7
2140.0,44,83,229414.0,3,1,1,5
2141.0,10,111,272369.0,1,1,1,3
2142.0,82,22,41500.0,3,4,4,11
2143.0,10,34,79134.0,1,2,2,5
2144.0,14,89,339225.0,2,1,1,4
2145.0,239,33,65006.0,4,2,2,8
2146.0,12,6,43088.0,2,4,4,10
2147.0,9,357,836531.0,1,1,1,3
2148.0,11,121,1355096.0,2,1,1,4
2149.0,9,44,99580.0,1,2,2,5
2150.0,20,55,134430.0,2,2,2,6
2151.0,12,18,45303.0,2,4,4,10
2152.0,10,47,115487.0,1,2,2,5
2153.0,149,6,11513.0,4,4,4,12
2154.0,47,8,25244.0,3,4,4,11
2155.0,15,34,69124.0,2,2,2,6
2156.0,44,78,218736.0,3,1,1,5
2157.0,142,19,38316.0,4,4,4,12
2158.0,324,10,21688.0,4,4,4,12
2159.0,112,12,20580.0,4,4,4,12
2160.0,40,23,53042.0,3,2,4,9
2161.0,13,82,184196.0,2,1,1,4
2162.0,49,6,12736.0,3,4,4,11
2163.0,29,11,206936.0,3,1,4,8
2164.0,24,2,43306.0,2,4,4,10
2165.0,18,48,297226.0,2,1,2,5
2166.0,9,275,312522.0,1,1,1,3
2167.0,58,62,89175.0,3,2,2,7
2168.0,5,47,104517.0,1,2,2,5
2169.0,9,42,83635.0,1,2,2,5
2170.0,10,52,17100.0,1,4,2,7
2171.0,50,12,38679.0,3,4,4,11
2172.0,355,21,41329.0,4,4,4,12
2173.0,173,16,17533.0,4,4,4,12
2174.0,19,149,287963.0,2,1,1,4
2175.0,54,2,19482.0,3,4,4,11
2176.0,23,21,70789.0,2,2,4,8
2177.0,13,88,267623.0,2,1,1,4
2178.0,16,59,145941.0,2,1,2,5
2179.0,5,212,1031503.0,1,1,1,3
2180.0,9,107,541718.0,1,1,1,3
2181.0,203,25,21961.0,4,4,4,12
2182.0,14,199,449922.0,2,1,1,4
2183.0,20,41,77878.0,2,2,2,6
2184.0,3,190,512653.0,1,1,1,3
2185.0,40,7,243469.0,3,1,4,8
2186.0,10,28,64828.0,1,2,2,5
2187.0,14,246,644674.0,2,1,1,4
2188.0,261,31,68949.0,4,2,2,8
2189.0,17,26,72815.0,2,2,4,8
2190.0,10,58,158855.0,1,1,2,4
2191.0,11,12,22403.0,2,4,4,10
2192.0,47,21,39251.0,3,4,4,11
2193.0,1,2489,7966054.0,1,1,1,3
2194.0,15,48,113740.0,2,2,2,6
2195.0,111,1,6800.0,4,4,4,12
2196.0,203,24,46634.0,4,4,4,12
2197.0,10,37,95450.0,1,2,2,5
2198.0,327,1,26300.0,4,4,4,12
2199.0,4,33,69752.0,1,2,2,5
2200.0,47,16,29493.0,3,4,4,11
2201.0,50,36,43453.0,3,4,2,9
2202.0,51,105,319035.0,3,1,1,5
2203.0,65,49,80593.0,3,2,2,7
2204.0,111,49,27496.0,4,4,2,10
2205.0,19,29,54538.0,2,2,2,6
2206.0,53,10,27119.0,3,4,4,11
2207.0,37,60,122167.0,3,2,2,7
2208.0,10,13,110944.0,1,2,4,7
2209.0,370,35,202432.0,4,1,2,7
2210.0,209,16,122592.0,4,2,4,10
2211.0,13,98,49240.0,2,4,1,7
2212.0,54,36,20656.0,3,4,2,9
2213.0,10,87,76729.0,1,2,1,4
2214.0,81,16,234976.0,3,1,4,8
2215.0,42,26,53908.0,3,2,4,9
2216.0,88,21,40730.0,4,4,4,12
2217.0,7,32,52778.0,1,2,2,5
2218.0,36,23,40516.0,3,4,4,11
2219.0,19,17,31193.0,2,4,4,10
2220.0,371,5,29064.0,4,4,4,12
2221.0,163,9,20400.0,4,4,4,12
2222.0,13,72,62239.0,2,2,2,6
2223.0,526,5,14670.0,4,4,4,12
2224.0,9,233,223543.0,1,1,1,3
2225.0,107,63,95772.0,4,2,2,8
2226.0,30,13,29610.0,3,4,4,11
2227.0,9,519,356880.0,1,1,1,3
2228.0,5,561,1183977.0,1,1,1,3
2229.0,70,13,51670.0,3,2,4,9
2230.0,362,7,62856.0,4,2,4,10
2231.0,242,17,42194.0,4,4,4,12
2232.0,11,29,112334.0,2,2,2,6
2233.0,10,149,207044.0,1,1,1,3
2234.0,81,44,85528.0,3,2,2,7
2235.0,16,96,235755.0,2,1,1,4
2236.0,22,4,52590.0,2,2,4,8
2238.0,66,95,282435.0,3,1,1,5
2239.0,142,27,323508.0,4,1,2,7
2240.0,20,137,245662.0,2,1,1,4
2241.0,73,3,17754.0,3,4,4,11
2242.0,45,117,156727.0,3,1,1,5
2243.0,17,196,474067.0,2,1,1,4
2244.0,52,37,189038.0,3,1,2,6
2245.0,220,8,69639.0,4,2,4,10
2246.0,14,306,794296.0,2,1,1,4
2247.0,173,43,86703.0,4,2,2,8
2248.0,50,12,42184.0,3,4,4,11
2249.0,14,31,58259.0,2,2,2,6
2250.0,271,10,17052.0,4,4,4,12
2251.0,181,1,61600.0,4,2,4,10
2252.0,6,85,210873.0,1,1,1,3
2253.0,20,12,32352.0,2,4,4,10
2254.0,69,85,257398.0,3,1,1,5
2255.0,326,7,11703.0,4,4,4,12
2256.0,113,14,35212.0,4,4,4,12
2257.0,261,6,10554.0,4,4,4,12
2258.0,20,73,168460.0,2,1,2,5
2259.0,2,50,112756.0,1,2,2,5
2260.0,12,13,83674.0,2,2,4,8
2261.0,150,41,100352.0,4,2,2,8
2262.0,75,8,47675.0,3,4,4,11
2263.0,18,58,54490.0,2,2,2,6
2264.0,9,152,138668.0,1,2,1,4
2265.0,265,34,33300.0,4,4,2,10
2266.0,12,121,402268.0,2,1,1,4
2267.0,12,100,161750.0,2,1,1,4
2268.0,173,10,25753.0,4,4,4,12
2269.0,9,39,95922.0,1,2,2,5
2270.0,109,48,82235.0,4,2,2,8
2271.0,10,193,505719.0,1,1,1,3
2272.0,86,28,66466.0,4,2,2,8
2273.0,25,8,22032.0,3,4,4,11
2274.0,15,53,123053.0,2,2,2,6
2275.0,328,6,12466.0,4,4,4,12
2276.0,284,2,11010.0,4,4,4,12
2277.0,107,17,52658.0,4,2,4,10
2278.0,9,299,173019.0,1,1,1,3
2279.0,9,305,204939.0,1,1,1,3
2280.0,21,6,17184.0,2,4,4,10
2281.0,27,83,58852.0,3,2,1,6
2282.0,24,10,20764.0,2,4,4,10
2283.0,15,53,65585.0,2,2,2,6
2284.0,33,56,127393.0,3,2,2,7
2285.0,23,29,17200.0,2,4,2,8
2286.0,20,329,143512.0,2,2,1,5
2287.0,264,45,24069.0,4,4,2,10
2288.0,73,25,18738.0,3,4,4,11
2289.0,55,62,47785.0,3,4,2,9
2290.0,169,2,68880.0,4,2,4,10
2291.0,2,381,393491.0,1,1,1,3
2292.0,50,219,181903.0,3,1,1,5
2293.0,267,5,14178.0,4,4,4,12
2294.0,331,9,20334.0,4,4,4,12
2295.0,79,28,62108.0,3,2,2,7
2296.0,14,62,134637.0,2,2,2,6
2297.0,9,30,57288.0,1,2,2,5
2298.0,9,58,67546.0,1,2,2,5
2299.0,2,286,181786.0,1,1,1,3
2300.0,363,25,21555.0,4,4,4,12
